Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Sana Klinikum Hameln-Pyrmont, 1 star ,6 months ago,5,"(Translated by Google) 5 stars for station B1 and their doctors! Greetings from Mr. Wilke !!

For the clinic management and their mouthpiece or complaint manager Peter Höxter it should be minus 30 stars!

I have been operated on 3 times in the clinic, I was mostly satisfied, my operations were on average always between € 7,500 - € 8,500, making a total of over € 25,000 !!

The last operation was only in the middle of it on May 22nd, 2020 in the ""Corona time""!

For years I have suffered from severe REM sleep-stressed obstructive sleep apnea syndrome, obesity hypoventilation syndrome
with nocturnal hypoxemia (ED11 / 2013)

Normally, if you are employed in the sleep laboratory, you only have to do a screening (control) via your pulmonologist every 2 - 3 years. I have to go to the Karl Hansen Clinic in the sleep laboratory every year because at night my ""blood gas values"" (carbon dioxide in the blood) damage my organs during my BIPAP therapy. (Shortly before the mask was required, the Karl Hansen Klinik informed the patients who absolutely needed a certificate because their blood gas values were too bad) Me too !!!

in addition there is COPD which is a chronic lung disease and is also treated with medication (ultibro breezhaler) and as a ""need"" medication I take Berodual

It should now be clear to the layman at the latest that I have to be exempted from the mask requirement (medical certificate is available) !! During my stationary stay in May, that wasn't a problem either! 10 days in the entire hospital without a mask! As a competent complaint management, Mr. Höxter could explain why there are such morally questionable orders in the clinic!

So my dear Mr. Höxter, whom I have been trying to reach by phone all morning, you should put your oh-so-great ""quality management"" online.

Yesterday on September 7th, 2020 my wife was admitted to her clinic with atrial fibrillation! The one who was in the hospital for the first time at the age of 47, who had to be given sedative medication in the emergency room because she could not be calmed down. When I wanted to bring things to my wife at 2:30 p.m., I was forced to wear a mask by the KOBAK Security company!

If I wouldn't wear these, I wouldn't be allowed to go to my wife! The security company didn't even think it necessary after my explanation why I am not allowed to wear a mask to bring in a clinic manager, such as Mr. Höxter. One of the MAs said literally to the other MA do not discuss with him if he does not want to throw him out!

My dear Mr. Höxter and clinic management !!!

This fulfills the criminal offense of ""coercion and possibly also of serious bodily harm"" which I will now have legally checked and also report, because from an emergency situation it is against the law of the Lower Saxony regulation that clearly states that people with a lung disease JUST AS I ARE RELEASED FROM THE MASKING REQUIREMENT, NO ONE GIVES YOU THE RIGHT ABOUT APPLICABLE LAW !!! NONE !!!!!! AND BEFORE EVERYONE I CAN PROVE THAT I WAS NO MASK IN MAY, IN STATIONARY, YOU KNOW IT AND DESPITE SUCH INSTRUCTIONS ARRIBLY! HERR HÖXTER NEED FOR THE PATIENT OR THE VISITOR !!! IS THE SAME!!!!!!

And my dear Mr. Höxter, I will now promise you and your great clinic management one thing!

I have legal protection insurance! I will take all legal steps due to such an inhuman behavior towards minorities like me to the last! And if I have to go to the Higher Regional Court !! But that stops here and now !!

Incredibly what an anti-social and inhuman behavior! What your good doctors and nursing staff achieve you tear down again with your incredible incompetence!

(Original)
5 Sterne für Station B1 und deren Ärtze! Liebe Grüße von Herrn Wilke!!

Für Die Klinikleitung und ihren Sprachrohr bzw. Beschwerde Manager Peter Höxter müßte es minus 30 Sterne!!

Ich bin in der Klinik 3 mal Operiert worden ich war zum größtenteil zufrieden meine Operationen haben im schnitt immer zwischen 7 500.-€ - 8 500.-€ gelegen macht einen Gesamtbetrag von über 25 000.-€!!

Die letzte Operation war erst am 22.5.2020 in der ""Corona Zeit"" mitten drin!

Ich leide seit Jahren an einer schweres REM-Schlaf-betontes  obstruktives Schlafapnoe-Syndrom, Obesitas-Hypoventilationssyndrom
mit nächtlicher Hypoxämie (ED11/2013)

Normalerweise muss mann wenn man im Schlaflabor eingestellt ist nur alle 2 - 3 Jahre ein Screening (Kontrolle) über seinen Lungenarzt machen. Ich muss jedes Jahr in die Karl Hansen Klinik ins Schlaflabor weil Nachts bei meiner BIPAP Therapie meine ""Blutgaswerte"" (Kohlendioxyd im Blut) meine Organe schädigen. (Kurz vor Maskenpflicht informierte die Karl Hansen Klinik die Patienten, die unbedingt ein Attest benötigen, weil deren Blutgaswerte zu schlecht sind) Auch mich!!!

zu dem kommt noch COPD was eine Chronische Lungenkrankheit ist und auch mit Medikamenten behandelt wird (ultibro breezhaler) und als ""bedarf"" Medikation nehme ich Berodual

Dem Leien sollte spätestens jetzt klar sein, dass ich ich von der Maskenpflicht befreit sein muss(Ärztliches Attest liegt vor)!! Im Mai bei meinen Stationären Aufentalt war das auch kein Problem! 10 Tage im Gesamten Klinikum ohne Maske! Herr Höxter könnte ja als Kompetenter Beschwerdemagagment das hier mal erläutern, warum es solche Moralisch fragwürdige Anordnungen im Klinikum gibt!

So mein Lieber Herr Höxter, den ich schon den ganzen morgen versuche telefonisch zu erreichen an dieser stelle sollten Sie ihr ach so tolles ""Qualitätsmanagment"" online schalten.

Gestern am 7.9.2020 wurde meine Frau mit Vorhof flimmern in ihr Klinikum eingewiesen!  Die mit 47 Jahren das erste mal im Krankenhaus ist, die in der Notaufnahme Beruhigungsmedikation bekommen musste, weil Sie sich nicht beruhigen ließ. Ich um 14:30 Uhr meiner Frau Sachen bringen wollte, wurde ich dazu von der Firma KOBAK Security dazu genötigt, eine Maske zu tragen!!

Wenn ich diese nicht tragen würde, dürfe ich nicht zu meiner Ehefrau!!! Die Security Firma hielt es noch nicht mal für nötig nach meiner erklärung warum ich keine Maske tragen darf einen Klinik Verantwortlichen, wie zum Beispiel Herrn Höxter dazu zu holen. Einer der MA´s sagte wortwörtlich zu dem anderen MA  diskutiere nicht mit dem wenn er nicht will schmeiß Ihn raus!!!

Mein Lieber Herr Höxter und Klinikleitung!!!

Dieses erfüllt den Straftatbestand der ""Nötigung und gegebenfalls auch der schweren Körperverletzung"" Was ich Juristisch jetzt prüfen lassen werde und auch zur Anzeige bringen werde, denn aus einer Notsituation heraus sich gegen geltendes Recht der Niedersächsischen Verordnung die ganz klar besagt, dass Menschen mit einer Lungenkrankheit SO WIE ICH VON DER MASKENPFLICHT BEFREIT KEINER GIBT IHNEN DAS RECHT SICH ÜBER GELTENDES RECHT SICH HINWEG ZU SETZEN!!! KEINER!!!!!!   UND VOR ALLEN ICH NACHWEISEN KANN, DASS ICH IM MAI STATIONÄR EBENFALLS KEINE MASKE TRUG SIE ES WISSEN UND TROTZDEM SOLCHE ANWEISUNGEN WILLKÜRLICH ERLASSEN!!! HERR HÖXTER NÖTIGUNG AM PATIENTEN ODER AM BESUCHER!!! IST DAS GLEICHE!!!!!!

Und mein lieber Herr Höxter ich werde Ihnen und Ihrer tollen Klinikleitung jetzt eins versprechen!!!

Ich habe eine Rechtschutzversicherung!!! Ich werde sämtliche Rechtliche Schritte aufgrund solch eines Unmenschliche verhalten gegenüber Minderheiten wie mich bis aufs letzte ausschöpfen!!! Und Wenn ich es bis vor das Oberlandesgericht gehen muss!! Aber das hört hier und jetzt auf!!

Unfassbar was für ein Asoziales und Menschenverachtendes Verhalten!! Das was Ihre guten Ärzte und Pflegepersonal erreichen reißen Sie mit Ihrer unfassbaren Inkompetenz wieder ein!!"
Sana Klinikum Hameln-Pyrmont, 5 stars ,7 months ago,3,"(Translated by Google) Very very friendly nurse and doctors, I felt very well looked after according to the circumstances and especially the nurses in ward 2 were so friendly and kind. A big thank you and praise !!!! If it weren't for a hospital, I would say I would love to come back: -D

(Original)
Sehr sehr freundliche Krankenschwester und Ärzte, ich habe mich den Umständen entsprechend sehr gut versorgt gefühlt und insbesondere die Schwestern auf der Station 2 waren so freundlich und lieb. Ein ganz großes Dankeschön und Lob!!!! Wenn es kein Krankenhaus wäre, würde ich sagen, dass ich gerne wieder komme:-D"
Sana Klinikum Hameln-Pyrmont, 5 stars ,4 months ago,0,"(Translated by Google) My first birth. My first stay in hospital.
In the middle of March I was in the delivery room or the weekly ward for a little over a week because I was introduced and our little one just didn't want to be rushed. When he got there, he unfortunately had to go to the children's clinic (which, thank God, is in the same building), and so the plan to go home immediately was delayed. The whole time I was lovingly cared for by the midwives in the delivery room and the nurses in the maternity ward, encouraged when things were not going well, and of course I was very much accompanied and motivated during the birth!
For my first stay in the clinic, which then had to be a little longer, I am incredibly grateful for the staff at the Sana Clinic in Hameln. Even when many changes and restrictions occurred towards the end of my stay due to the corona, the sisters tried everything to make the stay bearable despite everything! A huge thank you to everyone there - and God willing - I'll be back at No. 2! :)

(Original)
Meine erste Geburt. Mein erster Krankenhausaufenthalt.
Mitte März war ich für etwas über eine Woche im Kreißsaal bzw. der Wochenstation, da ich eingeleitet wurde und unser Kleiner sich einfach nicht hetzen lassen wollte. Als er dann da war, musste er leider sofort in die Kinderklinik (die Gott sei Dank im selben Gebäude liegt), und so verzögerte sich der Plan, sofort nach Hause zu fahren. Die ganze zeit über wurde ich von den Hebammen im Kreißsaal und den Schwestern auf der Wochenbettstation liebevoll versorgt, ermutigt, als es nicht voran ging und dann natürlich bei der Geburt selber super begleitet und motiviert!
Für einen ersten Klinikaufenthalt, der dann auch noch etwas länger sein musste, bin ich unheimlich dankbar für das Personal im Sana-Klinikum Hameln. Auch als gegen Ende meines Aufenthalts coronabedingt viele Veränderungen und Einschränkungen eintraten, versuchten die Schwestern alles, um den Aufenthalt trotz alledem erträglich zu machen! Ein riesen Dankeschön an alle dort - und ich werde so Gott will - bei Nr. 2 wieder kommen! :)"
Sana Klinikum Hameln-Pyrmont, 1 star ,6 months ago,3,"(Translated by Google) Been there 6 times in the last 11 years. 2009,2013,2x2017, and 2020 already 2x. I can only judge for myself that some things have changed negatively with the departure of Dr. Nothing against the doctors and the nurses or nurses, the fish stinks from the head. As long as private clinics are in operation, nothing will change. Hold out your excuse butt cheek and get the TÜV stamp. As long as I can decide never again SANA with this MANAGEMENT !!!

(Original)
In den letzten 11 Jahren 6mal da gewesen. 2009,2013,2x2017,und 2020 bereits 2x. Ich kann nur für mich beurteilen das mit dem Ausscheiden von Dr.Topp sich einiges negativ geändert hat. Nichts gegen die Ärzte und die Schwestern bzw. Pflegekräfte, der Fisch stinkt vom Kopf. So lange Private Kliniken führen wird sich nichts ändern. Halten Sie Ihre Entschuldigung Arschbacke hin und kriegen Sie den TÜV-Stempel. Solange ich entscheiden kann nie mehr SANA mit dieser FIRMENFÜHRUNG !!!"
Sana Klinikum Hameln-Pyrmont, 1 star ,5 months ago,1,"(Translated by Google) It can't be that there are 100 patients and 1 doctor !!
Waited an incredible 5 hours!
Doctors and nurses are very friendly here, otherwise.

(Original)
Das kann doch nicht sein, dass 100Patienten da sind und 1Arzt!!
Unglaubliche 5Stunden gewartet!
Ärzte und Pfleger sind aber hier sehr freundlich, sonst."
Sana Klinikum Hameln-Pyrmont, 5 stars ,4 months ago,0,"(Translated by Google) I gave birth to my daughter by caesarean section at the beginning of March and I can only say that I felt really well looked after. The midwifery students, the surgical team, the midwives and doctors as well as the service staff on the ward were all so nice and always helpful.

(Original)
Ich habe Anfang März meine Tochter per Kaiserschnitt entbunden und ich kann nur sagen das ich mich mega gut betreut gefühlt habe. Die Hebammenschülerinnen, das Op-Team,  die Hebammen und Ärzte sowie das Servicepersonal auf der Station waren alle so lieb und immer hilfsbereit."
Sana Klinikum Hameln-Pyrmont, 5 stars ,7 months ago,2,"(Translated by Google) I went to the emergency room on a Monday because of pain in my heart, I got it right away and the treatment took about three hours with waiting for the blood values.
The doctor who treated me was very friendly and answered my questions very well!
The reception was also very friendly, I felt welcome there.

(Original)
Ich war an einem Montag in der Notaufnahme wegen schmerzen im Herzen, ich kam sofort dran und die Behandlung hat mit warten auf die Blutwerte etwa drei Stunden gedauert.
Der Arzt der mich behandelt hat war sehr freundlich und ist auf meine Fragen toll eingegangen!
Der Empfang wirkte auch sehr freundlich, habe mich dort willkommen gefuehlt."
Sana Klinikum Hameln-Pyrmont, 5 stars ,4 months ago,0,"(Translated by Google) My experience couldn't have been better. Recently had an operation. From the emergency room to the pre-operative discussion to the care after the operation, I felt comfortable through and through. Very friendly staff, especially the carers are to be commended. Very empathetic and caring. It could of course be due to the fact that I am not yet of legal age and was therefore looked after in the children's ward. Possibly. the service there is a bit more personal, i can't judge that. Despite the corona-related situation, I never had the feeling that I was being disturbed. All in all very satisfied!

(Original)
Meine Erfahrungen hätten nicht besser sein können. Wurde neulich operiert. Von der Notaufnahme, zum voroperativen Gespräch bis hin zur Betreuung nach der OP habe ich mich durch und durch wohl gefühlt. Sehr freundliches Personal, ganz besonders die Pfleger sind zu loben. Sehr einfühlsam und fürsorglich. Kann natürlich daran liegen, dass ich noch nicht volljährig bin und daher auf der Kinderstation betreut wurde. Evtl. ist der Service dort etwas persönlicher, das kann ich nicht beurteilen. Trotz der coronabedingt ausgelasteten Situation hatte ich zu keiner Zeit das Gefühl, als störend empfunden zu werden. Alles in allem sehr zufrieden!"
Sana Klinikum Hameln-Pyrmont, 4 stars ,3 months ago,0,"(Translated by Google) I have been here a few times in the meantime, and everything was fine medically and nurses. Location on the Weser is healthy, very close to the city, very good food (C3), staff is very friendly despite the stress

(Original)
Ich war inzwischen einige Male hier, sowohl medizinisch als auch pflegerisch war alles in Ordnung. Lage an der Weser ist gesundheitsförderlich, sehr stadtnah, sehr gute Verpflegung (C3), Personal ist sehr freundlich trotz Stress"
Sana Klinikum Hameln-Pyrmont, 5 stars ,3 months ago,0,"(Translated by Google) Very good hospital 🏥 with qualified staff.
Patient friendly.

(Original)
Sehr gutes Krankenhaus 🏥 mit qualifiziertes Personal.
Patienten freundlich."
Sana Klinikum Hameln-Pyrmont, 5 stars ,6 months ago,1,"(Translated by Google) We can only write good things about the Sana. Station C3 was great, all the nurses and carers tried very hard and very nice despite the stress. Great praise. Prof. Hankemeier and the medical team did a very good job for my husband. What are the waiting, having to go to the clinic is not nice, but everyone wants to have their turn and then be treated properly.

(Original)
Wir können nur Gutes über das Sana schreiben.Die Station C3 war Klasse,alle Schwestern und Pfleger super bemüht und trotz des Stresses sehr nett.Großes Lob.Prof.Hankemeier und dem Ärzteteam haben bei meinen Mann sehr gute Arbeit geleistet.Was das warten,wenn man ins Klinikum muss angeht,ist nicht schön,aber es möchte jeder an die Reihe kommen und dann auch vernünftig Behandelt werden."
Sana Klinikum Hameln-Pyrmont, 1 star ,4 months ago,2,"(Translated by Google) Corona or not, every patient has the right to receive a visitor. This is about individual fates. I wish those responsible a lonely demise without any contact.

(Original)
Corona hin oder her, jeder Patient hat das Recht einen Besucher zu empfangen. Hier geht es um Einzelschicksale. Den Verantwortlichen wünsche ich ein einsames ableben ohne jeglichen Kontakt."
Sana Klinikum Hameln-Pyrmont, 5 stars ,9 months ago,0,"(Translated by Google) Great team in the delivery room and also on the B2, all very empathetic, there is an individual approach. I can only express great praise and thanks to everyone. Doctors, midwives, service personnel simply all do an excellent job. So that you can fully enjoy this time. ♥ ️

(Original)
Tolles Team im Kreißsaal und auch auf der B2, alle sehr empathisch, es wird individuell auf einen eingegangen. Ich kann hier nur noch mal an alle ein großes Lob und Danke aussprechen. Ärzte, Hebammen, Servicepersonal einfach alle machen einen hervorragende Arbeit. So das man diese Zeit voll und ganz genießen kann. ♥️"
